Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,index_name
2022-12-07 00:00:00+09:00,27670.2890625,27786.25,27646.779296875,27686.400390625,63000000,0.0,0.0,Nikkei 225
2022-12-08 00:00:00+09:00,27622.30078125,27643.640625,27415.66015625,27574.4296875,64900000,0.0,0.0,Nikkei 225
2022-12-09 00:00:00+09:00,27633.9609375,27952.80078125,27633.9609375,27901.009765625,70200000,0.0,0.0,Nikkei 225
2022-12-12 00:00:00+09:00,27741.099609375,27865.720703125,27734.66015625,27842.330078125,49600000,0.0,0.0,Nikkei 225
2022-12-13 00:00:00+09:00,28067.369140625,28116.560546875,27907.490234375,27954.849609375,51900000,0.0,0.0,Nikkei 225
2022-12-14 00:00:00+09:00,28005.029296875,28195.689453125,27993.779296875,28156.2109375,54800000,0.0,0.0,Nikkei 225
2022-12-15 00:00:00+09:00,27991.140625,28163.169921875,27987.5390625,28051.69921875,51100000,0.0,0.0,Nikkei 225
2022-12-16 00:00:00+09:00,27706.69921875,27713.0390625,27488.830078125,27527.119140625,83800000,0.0,0.0,Nikkei 225
2022-12-19 00:00:00+09:00,27279.919921875,27349.580078125,27165.779296875,27237.640625,58200000,0.0,0.0,Nikkei 225
2022-12-20 00:00:00+09:00,27257.349609375,27339.490234375,26416.91015625,26568.029296875,118500000,0.0,0.0,Nikkei 225
2022-12-21 00:00:00+09:00,26547.169921875,26616.279296875,26269.80078125,26387.720703125,119200000,0.0,0.0,Nikkei 225
2022-12-22 00:00:00+09:00,26552.4296875,26585.279296875,26399.310546875,26507.869140625,73400000,0.0,0.0,Nikkei 225
2022-12-23 00:00:00+09:00,26207.76953125,26291.98046875,26106.380859375,26235.25,75700000,0.0,0.0,Nikkei 225
2022-12-26 00:00:00+09:00,26299.5390625,26438.650390625,26294.849609375,26405.869140625,47300000,0.0,0.0,Nikkei 225
2022-12-27 00:00:00+09:00,26570.779296875,26620.490234375,26447.869140625,26447.869140625,50200000,0.0,0.0,Nikkei 225
2022-12-28 00:00:00+09:00,26309.33984375,26354.26953125,26199.669921875,26340.5,61500000,0.0,0.0,Nikkei 225
2022-12-29 00:00:00+09:00,26074.900390625,26126.69921875,25953.919921875,26093.669921875,63100000,0.0,0.0,Nikkei 225
2022-12-30 00:00:00+09:00,26288.0,26321.369140625,26067.919921875,26094.5,52700000,0.0,0.0,Nikkei 225
2023-01-04 00:00:00+09:00,25834.9296875,25840.6796875,25661.890625,25716.859375,83300000,0.0,0.0,Nikkei 225
2023-01-05 00:00:00+09:00,25825.5,25947.099609375,25750.4609375,25820.80078125,72300000,0.0,0.0,Nikkei 225
2023-01-06 00:00:00+09:00,25740.080078125,26034.060546875,25719.609375,25973.849609375,68200000,0.0,0.0,Nikkei 225
2023-01-10 00:00:00+09:00,26176.609375,26316.66015625,26132.80078125,26175.560546875,71200000,0.0,0.0,Nikkei 225
2023-01-11 00:00:00+09:00,26362.2109375,26479.990234375,26332.05078125,26446.0,62400000,0.0,0.0,Nikkei 225
2023-01-12 00:00:00+09:00,26524.939453125,26547.609375,26381.9296875,26449.8203125,77000000,0.0,0.0,Nikkei 225
2023-01-13 00:00:00+09:00,26391.779296875,26409.2109375,26090.83984375,26119.51953125,98300000,0.0,0.0,Nikkei 225
2023-01-16 00:00:00+09:00,25836.669921875,25938.0390625,25748.099609375,25822.3203125,71700000,0.0,0.0,Nikkei 225
2023-01-17 00:00:00+09:00,25915.509765625,26198.689453125,25895.30078125,26138.6796875,68100000,0.0,0.0,Nikkei 225
2023-01-18 00:00:00+09:00,26251.33984375,26816.6796875,26211.83984375,26791.119140625,93400000,0.0,0.0,Nikkei 225
2023-01-19 00:00:00+09:00,26541.080078125,26592.869140625,26368.970703125,26405.23046875,68700000,0.0,0.0,Nikkei 225
2023-01-20 00:00:00+09:00,26346.689453125,26553.529296875,26320.9609375,26553.529296875,60400000,0.0,0.0,Nikkei 225
2023-01-23 00:00:00+09:00,26880.2109375,26938.279296875,26788.759765625,26906.0390625,60200000,0.0,0.0,Nikkei 225
2023-01-24 00:00:00+09:00,27150.4296875,27381.0,27150.4296875,27299.189453125,70800000,0.0,0.0,Nikkei 225
2023-01-25 00:00:00+09:00,27175.880859375,27473.900390625,27175.880859375,27395.009765625,63400000,0.0,0.0,Nikkei 225
2023-01-26 00:00:00+09:00,27444.640625,27502.150390625,27284.080078125,27362.75,63300000,0.0,0.0,Nikkei 225
2023-01-27 00:00:00+09:00,27428.41015625,27452.669921875,27326.91015625,27382.560546875,71500000,0.0,0.0,Nikkei 225
2023-01-30 00:00:00+09:00,27384.76953125,27486.419921875,27337.25,27433.400390625,65800000,0.0,0.0,Nikkei 225
2023-01-31 00:00:00+09:00,27458.560546875,27494.169921875,27302.220703125,27327.109375,74600000,0.0,0.0,Nikkei 225
2023-02-01 00:00:00+09:00,27483.41015625,27547.669921875,27322.7890625,27346.880859375,65800000,0.0,0.0,Nikkei 225
2023-02-02 00:00:00+09:00,27453.669921875,27472.439453125,27338.4296875,27402.05078125,73200000,0.0,0.0,Nikkei 225
2023-02-03 00:00:00+09:00,27455.029296875,27612.5703125,27445.689453125,27509.4609375,92800000,0.0,0.0,Nikkei 225
2023-02-06 00:00:00+09:00,27764.66015625,27821.220703125,27656.470703125,27693.650390625,88400000,0.0,0.0,Nikkei 225
2023-02-07 00:00:00+09:00,27744.900390625,27814.9609375,27662.109375,27685.470703125,74300000,0.0,0.0,Nikkei 225
2023-02-08 00:00:00+09:00,27690.740234375,27719.44921875,27458.529296875,27606.4609375,69000000,0.0,0.0,Nikkei 225
2023-02-09 00:00:00+09:00,27453.400390625,27635.380859375,27424.689453125,27584.349609375,61700000,0.0,0.0,Nikkei 225
2023-02-10 00:00:00+09:00,27711.25,27814.01953125,27609.330078125,27670.98046875,88800000,0.0,0.0,Nikkei 225
2023-02-13 00:00:00+09:00,27550.349609375,27570.3203125,27266.939453125,27427.3203125,70400000,0.0,0.0,Nikkei 225
2023-02-14 00:00:00+09:00,27705.369140625,27721.8203125,27553.1796875,27602.76953125,55800000,0.0,0.0,Nikkei 225
2023-02-15 00:00:00+09:00,27686.009765625,27720.26953125,27444.130859375,27501.859375,72100000,0.0,0.0,Nikkei 225
2023-02-16 00:00:00+09:00,27654.720703125,27727.66015625,27597.119140625,27696.439453125,68100000,0.0,0.0,Nikkei 225
2023-02-17 00:00:00+09:00,27484.599609375,27608.58984375,27466.609375,27513.130859375,68800000,0.0,0.0,Nikkei 225
2023-02-20 00:00:00+09:00,27497.130859375,27531.939453125,27426.48046875,27531.939453125,62500000,0.0,0.0,Nikkei 225
2023-02-21 00:00:00+09:00,27486.08984375,27538.2890625,27359.119140625,27473.099609375,61600000,0.0,0.0,Nikkei 225
2023-02-22 00:00:00+09:00,27265.990234375,27300.529296875,27046.080078125,27104.3203125,74700000,0.0,0.0,Nikkei 225
2023-02-24 00:00:00+09:00,27144.720703125,27465.900390625,27128.3203125,27453.48046875,76000000,0.0,0.0,Nikkei 225
2023-02-27 00:00:00+09:00,27322.73046875,27456.220703125,27292.740234375,27423.9609375,59400000,0.0,0.0,Nikkei 225
2023-02-28 00:00:00+09:00,27515.33984375,27585.169921875,27400.359375,27445.560546875,86300000,0.0,0.0,Nikkei 225
2023-03-01 00:00:00+09:00,27363.5703125,27530.759765625,27305.369140625,27516.529296875,69800000,0.0,0.0,Nikkei 225
2023-03-02 00:00:00+09:00,27564.8203125,27617.80078125,27408.5390625,27498.869140625,69300000,0.0,0.0,Nikkei 225
2023-03-03 00:00:00+09:00,27683.259765625,27961.2109375,27655.33984375,27927.470703125,78200000,0.0,0.0,Nikkei 225
2023-03-06 00:00:00+09:00,28182.310546875,28288.619140625,28153.8203125,28237.779296875,65700000,0.0,0.0,Nikkei 225
2023-03-07 00:00:00+09:00,28202.58984375,28398.26953125,28202.58984375,28309.16015625,69800000,0.0,0.0,Nikkei 225
2023-03-08 00:00:00+09:00,28237.2109375,28469.41015625,28232.6796875,28444.189453125,67200000,0.0,0.0,Nikkei 225
2023-03-09 00:00:00+09:00,28648.109375,28734.7890625,28558.880859375,28623.150390625,72300000,0.0,0.0,Nikkei 225
2023-03-10 00:00:00+09:00,28385.2890625,28424.240234375,28118.740234375,28143.970703125,111300000,0.0,0.0,Nikkei 225
2023-03-13 00:00:00+09:00,27886.2109375,27906.970703125,27631.529296875,27832.9609375,96100000,0.0,0.0,Nikkei 225
2023-03-14 00:00:00+09:00,27455.94921875,27455.94921875,27104.75,27222.0390625,125700000,0.0,0.0,Nikkei 225
2023-03-15 00:00:00+09:00,27421.66015625,27424.939453125,27105.990234375,27229.48046875,86600000,0.0,0.0,Nikkei 225
2023-03-16 00:00:00+09:00,26796.669921875,27057.5390625,26632.919921875,27010.609375,107100000,0.0,0.0,Nikkei 225
2023-03-17 00:00:00+09:00,27232.23046875,27356.150390625,27071.7109375,27333.7890625,101500000,0.0,0.0,Nikkei 225
2023-03-20 00:00:00+09:00,27253.73046875,27367.1796875,26945.669921875,26945.669921875,79200000,0.0,0.0,Nikkei 225
2023-03-22 00:00:00+09:00,27298.150390625,27520.970703125,27267.259765625,27466.609375,78100000,0.0,0.0,Nikkei 225
2023-03-23 00:00:00+09:00,27232.970703125,27461.970703125,27175.630859375,27419.609375,64100000,0.0,0.0,Nikkei 225
2023-03-24 00:00:00+09:00,27368.619140625,27397.2890625,27257.439453125,27385.25,59500000,0.0,0.0,Nikkei 225
2023-03-27 00:00:00+09:00,27482.390625,27543.48046875,27359.720703125,27476.869140625,57400000,0.0,0.0,Nikkei 225
2023-03-28 00:00:00+09:00,27573.8203125,27603.44921875,27432.759765625,27518.25,66400000,0.0,0.0,Nikkei 225
2023-03-29 00:00:00+09:00,27549.369140625,27897.720703125,27505.48046875,27883.779296875,83800000,0.0,0.0,Nikkei 225
2023-03-30 00:00:00+09:00,27827.890625,27876.380859375,27630.55078125,27782.9296875,82000000,0.0,0.0,Nikkei 225
2023-03-31 00:00:00+09:00,28009.220703125,28124.619140625,27986.619140625,28041.48046875,91100000,0.0,0.0,Nikkei 225
2023-04-03 00:00:00+09:00,28203.349609375,28258.91015625,28120.7109375,28188.150390625,75000000,0.0,0.0,Nikkei 225
2023-04-04 00:00:00+09:00,28213.9296875,28287.419921875,28139.119140625,28287.419921875,73300000,0.0,0.0,Nikkei 225
2023-04-05 00:00:00+09:00,28111.0390625,28133.5703125,27788.76953125,27813.259765625,74300000,0.0,0.0,Nikkei 225
2023-04-06 00:00:00+09:00,27589.140625,27609.859375,27427.66015625,27472.630859375,73200000,0.0,0.0,Nikkei 225
2023-04-07 00:00:00+09:00,27554.369140625,27591.150390625,27456.25,27518.310546875,49100000,0.0,0.0,Nikkei 225
2023-04-10 00:00:00+09:00,27658.51953125,27737.490234375,27597.1796875,27633.66015625,48000000,0.0,0.0,Nikkei 225
2023-04-11 00:00:00+09:00,27895.900390625,28068.390625,27854.8203125,27923.369140625,64800000,0.0,0.0,Nikkei 225
2023-04-12 00:00:00+09:00,27985.9296875,28121.4609375,27983.970703125,28082.69921875,62700000,0.0,0.0,Nikkei 225
2023-04-13 00:00:00+09:00,27952.580078125,28163.869140625,27952.009765625,28156.970703125,59900000,0.0,0.0,Nikkei 225
2023-04-14 00:00:00+09:00,28321.5390625,28515.509765625,28282.8203125,28493.470703125,72900000,0.0,0.0,Nikkei 225
2023-04-17 00:00:00+09:00,28537.990234375,28599.75,28414.98046875,28514.779296875,58000000,0.0,0.0,Nikkei 225
2023-04-18 00:00:00+09:00,28567.5390625,28698.220703125,28520.759765625,28658.830078125,62300000,0.0,0.0,Nikkei 225
2023-04-19 00:00:00+09:00,28619.83984375,28677.220703125,28531.5390625,28606.759765625,58000000,0.0,0.0,Nikkei 225
2023-04-20 00:00:00+09:00,28472.0,28694.25,28442.44921875,28657.5703125,56700000,0.0,0.0,Nikkei 225
2023-04-21 00:00:00+09:00,28590.55078125,28778.369140625,28527.80078125,28564.369140625,61400000,0.0,0.0,Nikkei 225
2023-04-24 00:00:00+09:00,28631.779296875,28680.650390625,28567.240234375,28593.51953125,50000000,0.0,0.0,Nikkei 225
2023-04-25 00:00:00+09:00,28697.73046875,28806.689453125,28609.76953125,28620.0703125,59300000,0.0,0.0,Nikkei 225
2023-04-26 00:00:00+09:00,28478.51953125,28551.609375,28319.76953125,28416.470703125,68700000,0.0,0.0,Nikkei 225
2023-04-27 00:00:00+09:00,28340.58984375,28459.73046875,28241.669921875,28457.6796875,73600000,0.0,0.0,Nikkei 225
2023-04-28 00:00:00+09:00,28705.91015625,28879.240234375,28499.509765625,28856.439453125,104000000,0.0,0.0,Nikkei 225
2023-05-01 00:00:00+09:00,29058.05078125,29145.890625,29016.830078125,29123.1796875,73400000,0.0,0.0,Nikkei 225
2023-05-02 00:00:00+09:00,29278.80078125,29278.80078125,29083.130859375,29157.94921875,63900000,0.0,0.0,Nikkei 225
2023-05-08 00:00:00+09:00,29095.4609375,29144.119140625,28931.810546875,28949.880859375,74100000,0.0,0.0,Nikkei 225
2023-05-09 00:00:00+09:00,29020.630859375,29262.359375,29020.630859375,29242.8203125,86400000,0.0,0.0,Nikkei 225
2023-05-10 00:00:00+09:00,29189.41015625,29195.16015625,29070.109375,29122.1796875,87300000,0.0,0.0,Nikkei 225
2023-05-11 00:00:00+09:00,29110.7890625,29165.58984375,29028.7109375,29126.720703125,82200000,0.0,0.0,Nikkei 225
2023-05-12 00:00:00+09:00,29199.30078125,29426.060546875,29141.51953125,29388.30078125,106100000,0.0,0.0,Nikkei 225
2023-05-15 00:00:00+09:00,29547.0390625,29629.470703125,29475.970703125,29626.33984375,88600000,0.0,0.0,Nikkei 225
2023-05-16 00:00:00+09:00,29838.009765625,29916.560546875,29779.0703125,29842.990234375,107400000,0.0,0.0,Nikkei 225
2023-05-17 00:00:00+09:00,29912.439453125,30115.3203125,29912.439453125,30093.58984375,93100000,0.0,0.0,Nikkei 225
2023-05-18 00:00:00+09:00,30432.5390625,30667.130859375,30381.900390625,30573.9296875,90500000,0.0,0.0,Nikkei 225
2023-05-19 00:00:00+09:00,30847.359375,30924.5703125,30679.16015625,30808.349609375,80500000,0.0,0.0,Nikkei 225
2023-05-22 00:00:00+09:00,30735.7109375,31086.8203125,30689.26953125,31086.8203125,75400000,0.0,0.0,Nikkei 225
2023-05-23 00:00:00+09:00,31245.720703125,31352.529296875,30828.73046875,30957.76953125,92200000,0.0,0.0,Nikkei 225
2023-05-24 00:00:00+09:00,30728.689453125,30856.919921875,30566.830078125,30682.6796875,81700000,0.0,0.0,Nikkei 225
2023-05-25 00:00:00+09:00,30599.26953125,30889.98046875,30558.140625,30801.130859375,84000000,0.0,0.0,Nikkei 225
2023-05-26 00:00:00+09:00,30909.609375,31101.599609375,30864.490234375,30916.310546875,78300000,0.0,0.0,Nikkei 225
2023-05-29 00:00:00+09:00,31388.009765625,31560.4296875,31164.0,31233.5390625,78300000,0.0,0.0,Nikkei 225
2023-05-30 00:00:00+09:00,31196.240234375,31374.830078125,31064.189453125,31328.16015625,71800000,0.0,0.0,Nikkei 225
2023-05-31 00:00:00+09:00,31057.08984375,31142.779296875,30785.98046875,30887.880859375,184600000,0.0,0.0,Nikkei 225
2023-06-01 00:00:00+09:00,30886.009765625,31185.05078125,30853.439453125,31148.009765625,95100000,0.0,0.0,Nikkei 225
2023-06-02 00:00:00+09:00,31300.720703125,31555.5390625,31257.009765625,31524.220703125,90700000,0.0,0.0,Nikkei 225
2023-06-05 00:00:00+09:00,31864.119140625,32217.4296875,31798.720703125,32217.4296875,98800000,0.0,0.0,Nikkei 225
2023-06-06 00:00:00+09:00,31988.369140625,32534.470703125,31933.869140625,32506.779296875,82500000,0.0,0.0,Nikkei 225
2023-06-07 00:00:00+09:00,32618.779296875,32708.529296875,31913.740234375,31913.740234375,111900000,0.0,0.0,Nikkei 225
2023-06-08 00:00:00+09:00,31877.7890625,32035.94921875,31420.44921875,31641.26953125,86000000,0.0,0.0,Nikkei 225
2023-06-09 00:00:00+09:00,31927.380859375,32304.0390625,31898.75,32265.169921875,101500000,0.0,0.0,Nikkei 225
2023-06-12 00:00:00+09:00,32412.119140625,32517.6796875,32280.5390625,32434.0,68700000,0.0,0.0,Nikkei 225
2023-06-13 00:00:00+09:00,32668.94921875,33127.359375,32638.2109375,33018.6484375,89500000,0.0,0.0,Nikkei 225
2023-06-14 00:00:00+09:00,33331.46875,33665.51953125,33203.94921875,33502.421875,111600000,0.0,0.0,Nikkei 225
2023-06-15 00:00:00+09:00,33493.69140625,33767.12890625,33386.01171875,33485.48828125,105800000,0.0,0.0,Nikkei 225
2023-06-16 00:00:00+09:00,33399.1484375,33772.76171875,33186.9296875,33706.078125,132000000,0.0,0.0,Nikkei 225
2023-06-19 00:00:00+09:00,33768.69140625,33772.890625,33231.55859375,33370.421875,82900000,0.0,0.0,Nikkei 225
2023-06-20 00:00:00+09:00,33269.5703125,33474.73828125,33089.01953125,33388.91015625,82400000,0.0,0.0,Nikkei 225
2023-06-21 00:00:00+09:00,33200.62890625,33657.87109375,33154.6796875,33575.140625,82000000,0.0,0.0,Nikkei 225
2023-06-22 00:00:00+09:00,33438.01171875,33641.4609375,33232.19140625,33264.87890625,94700000,0.0,0.0,Nikkei 225
2023-06-23 00:00:00+09:00,33458.3515625,33533.46875,32575.560546875,32781.5390625,103600000,0.0,0.0,Nikkei 225
2023-06-26 00:00:00+09:00,32647.080078125,32884.73046875,32392.720703125,32698.810546875,74100000,0.0,0.0,Nikkei 225
2023-06-27 00:00:00+09:00,32629.9609375,32689.099609375,32306.990234375,32538.330078125,79600000,0.0,0.0,Nikkei 225
2023-06-28 00:00:00+09:00,32807.83984375,33193.98828125,32642.869140625,33193.98828125,91100000,0.0,0.0,Nikkei 225
2023-06-29 00:00:00+09:00,33306.83984375,33527.98046875,33185.19921875,33234.140625,117900000,0.0,0.0,Nikkei 225
2023-06-30 00:00:00+09:00,33068.359375,33232.890625,32918.76953125,33189.0390625,111300000,0.0,0.0,Nikkei 225
2023-07-03 00:00:00+09:00,33517.6015625,33762.80859375,33510.55078125,33753.328125,95400000,0.0,0.0,Nikkei 225
2023-07-04 00:00:00+09:00,33512.26171875,33576.44921875,33338.78125,33422.51953125,99400000,0.0,0.0,Nikkei 225
2023-07-05 00:00:00+09:00,33165.05859375,33389.21875,33041.140625,33338.69921875,95100000,0.0,0.0,Nikkei 225
2023-07-06 00:00:00+09:00,33058.3984375,33079.44921875,32637.720703125,32773.01953125,100600000,0.0,0.0,Nikkei 225
2023-07-07 00:00:00+09:00,32450.640625,32730.25,32327.900390625,32388.419921875,105100000,0.0,0.0,Nikkei 225
2023-07-10 00:00:00+09:00,32393.4609375,32558.98046875,32065.630859375,32189.73046875,101200000,0.0,0.0,Nikkei 225
2023-07-11 00:00:00+09:00,32434.669921875,32468.69921875,32084.419921875,32203.5703125,87200000,0.0,0.0,Nikkei 225
2023-07-12 00:00:00+09:00,32280.05078125,32312.029296875,31791.7109375,31943.9296875,88400000,0.0,0.0,Nikkei 225
2023-07-13 00:00:00+09:00,32106.05078125,32484.400390625,31952.98046875,32419.330078125,77800000,0.0,0.0,Nikkei 225
2023-07-14 00:00:00+09:00,32587.900390625,32780.62890625,32225.369140625,32391.259765625,90300000,0.0,0.0,Nikkei 225
2023-07-18 00:00:00+09:00,32457.1796875,32714.58984375,32338.30078125,32493.890625,81100000,0.0,0.0,Nikkei 225
2023-07-19 00:00:00+09:00,32812.359375,32896.03125,32671.029296875,32896.03125,81900000,0.0,0.0,Nikkei 225
2023-07-20 00:00:00+09:00,32803.3515625,32861.01953125,32462.859375,32490.51953125,75600000,0.0,0.0,Nikkei 225
2023-07-21 00:00:00+09:00,32336.859375,32462.439453125,32080.94921875,32304.25,79400000,0.0,0.0,Nikkei 225
2023-07-24 00:00:00+09:00,32648.140625,32793.76953125,32554.4609375,32700.939453125,83500000,0.0,0.0,Nikkei 225
2023-07-25 00:00:00+09:00,32705.390625,32715.560546875,32509.939453125,32682.509765625,101000000,0.0,0.0,Nikkei 225
2023-07-26 00:00:00+09:00,32704.9609375,32724.25,32488.51953125,32668.33984375,85200000,0.0,0.0,Nikkei 225
2023-07-27 00:00:00+09:00,32523.689453125,32938.58984375,32503.689453125,32891.16015625,90900000,0.0,0.0,Nikkei 225
2023-07-28 00:00:00+09:00,32444.419921875,32846.96875,32037.55078125,32759.23046875,170500000,0.0,0.0,Nikkei 225
2023-07-31 00:00:00+09:00,33128.828125,33402.078125,33025.9296875,33172.21875,134300000,0.0,0.0,Nikkei 225
2023-08-01 00:00:00+09:00,33292.30859375,33488.76953125,33203.87890625,33476.578125,110800000,0.0,0.0,Nikkei 225
2023-08-02 00:00:00+09:00,33123.12109375,33158.578125,32628.2890625,32707.689453125,124200000,0.0,0.0,Nikkei 225
2023-08-03 00:00:00+09:00,32375.849609375,32467.060546875,32142.25,32159.279296875,120300000,0.0,0.0,Nikkei 225
2023-08-04 00:00:00+09:00,32019.060546875,32294.69921875,31934.349609375,32192.75,106600000,0.0,0.0,Nikkei 225
2023-08-07 00:00:00+09:00,31921.279296875,32306.869140625,31830.23046875,32254.560546875,94100000,0.0,0.0,Nikkei 225
2023-08-08 00:00:00+09:00,32430.609375,32539.880859375,32238.58984375,32377.2890625,91800000,0.0,0.0,Nikkei 225
2023-08-09 00:00:00+09:00,32346.3203125,32407.849609375,32175.640625,32204.330078125,104500000,0.0,0.0,Nikkei 225
2023-08-10 00:00:00+09:00,32015.9609375,32504.849609375,32015.9609375,32473.650390625,108000000,0.0,0.0,Nikkei 225
2023-08-14 00:00:00+09:00,32456.720703125,32613.990234375,32031.5390625,32059.91015625,95600000,0.0,0.0,Nikkei 225
2023-08-15 00:00:00+09:00,32372.529296875,32403.9296875,32217.51953125,32238.890625,75100000,0.0,0.0,Nikkei 225
2023-08-16 00:00:00+09:00,31965.580078125,31997.279296875,31766.8203125,31766.8203125,84800000,0.0,0.0,Nikkei 225
2023-08-17 00:00:00+09:00,31621.98046875,31704.080078125,31309.6796875,31626.0,87700000,0.0,0.0,Nikkei 225
2023-08-18 00:00:00+09:00,31321.259765625,31644.890625,31275.25,31450.759765625,74800000,0.0,0.0,Nikkei 225
2023-08-21 00:00:00+09:00,31552.849609375,31758.69921875,31409.859375,31565.640625,69500000,0.0,0.0,Nikkei 225
2023-08-22 00:00:00+09:00,31792.599609375,31906.099609375,31693.759765625,31856.7109375,70200000,0.0,0.0,Nikkei 225
2023-08-23 00:00:00+09:00,31717.91015625,32039.599609375,31717.91015625,32010.259765625,65100000,0.0,0.0,Nikkei 225
2023-08-24 00:00:00+09:00,32130.51953125,32297.91015625,32063.140625,32287.2109375,73400000,0.0,0.0,Nikkei 225
2023-08-25 00:00:00+09:00,31840.91015625,31885.529296875,31572.060546875,31624.279296875,65700000,0.0,0.0,Nikkei 225
2023-08-28 00:00:00+09:00,31915.6796875,32205.48046875,31881.9296875,32169.990234375,69900000,0.0,0.0,Nikkei 225
2023-08-29 00:00:00+09:00,32280.5703125,32389.119140625,32186.5703125,32226.970703125,77500000,0.0,0.0,Nikkei 225
2023-08-30 00:00:00+09:00,32432.94921875,32557.44921875,32300.560546875,32333.4609375,89100000,0.0,0.0,Nikkei 225
2023-08-31 00:00:00+09:00,32361.01953125,32692.759765625,32359.150390625,32619.33984375,114600000,0.0,0.0,Nikkei 225
2023-09-01 00:00:00+09:00,32521.150390625,32845.4609375,32499.439453125,32710.619140625,88400000,0.0,0.0,Nikkei 225
2023-09-04 00:00:00+09:00,32797.3203125,32939.1796875,32714.939453125,32939.1796875,89600000,0.0,0.0,Nikkei 225
2023-09-05 00:00:00+09:00,32941.41015625,33036.76171875,32784.3203125,33036.76171875,91300000,0.0,0.0,Nikkei 225
2023-09-06 00:00:00+09:00,33115.05859375,33282.1484375,33088.21875,33241.01953125,94200000,0.0,0.0,Nikkei 225
2023-09-07 00:00:00+09:00,33118.55078125,33322.44921875,32986.3515625,32991.078125,100200000,0.0,0.0,Nikkei 225
2023-09-08 00:00:00+09:00,32916.25,32920.4296875,32512.80078125,32606.83984375,114100000,0.0,0.0,Nikkei 225
2023-09-11 00:00:00+09:00,32690.5390625,32746.140625,32391.689453125,32467.759765625,84200000,0.0,0.0,Nikkei 225
2023-09-12 00:00:00+09:00,32629.16015625,32799.69140625,32486.48046875,32776.37109375,94000000,0.0,0.0,Nikkei 225
2023-09-13 00:00:00+09:00,32742.2890625,32872.44140625,32616.650390625,32706.51953125,98100000,0.0,0.0,Nikkei 225
2023-09-14 00:00:00+09:00,32925.5390625,33244.44921875,32851.23828125,33168.1015625,112100000,0.0,0.0,Nikkei 225
2023-09-15 00:00:00+09:00,33428.44140625,33634.30859375,33391.4609375,33533.08984375,166600000,0.0,0.0,Nikkei 225
2023-09-19 00:00:00+09:00,33296.23046875,33337.23046875,33128.859375,33242.58984375,117200000,0.0,0.0,Nikkei 225
2023-09-20 00:00:00+09:00,33261.3515625,33267.140625,32988.6484375,33023.78125,113500000,0.0,0.0,Nikkei 225
2023-09-21 00:00:00+09:00,32865.55859375,32939.890625,32550.650390625,32571.029296875,107900000,0.0,0.0,Nikkei 225
2023-09-22 00:00:00+09:00,32189.3203125,32535.669921875,32154.529296875,32402.41015625,109800000,0.0,0.0,Nikkei 225
2023-09-25 00:00:00+09:00,32517.259765625,32722.220703125,32388.279296875,32678.619140625,82100000,0.0,0.0,Nikkei 225
2023-09-26 00:00:00+09:00,32640.05078125,32643.41015625,32315.05078125,32315.05078125,86500000,0.0,0.0,Nikkei 225
2023-09-27 00:00:00+09:00,32023.369140625,32371.900390625,31960.3203125,32371.900390625,105600000,0.0,0.0,Nikkei 225
2023-09-28 00:00:00+09:00,32119.369140625,32164.44921875,31674.419921875,31872.51953125,115900000,0.0,0.0,Nikkei 225
